sample_id,source_name,source_row,pattern,m,n,tcrease,tpanel,W,creaseE,panelE,bendstiff30,bendstiff60,bendstiff90,axialstiff30,axialstiff60,axialstiff90
miura_00045,miura,45,1,36,12,0.0008903614553932,0.0024406411786742,0.0015802988523796,2646374205.897,3842014101.51976,70107.9956547612,20395.8050893416,8845.37218416003,85135.4871729135,132524.265226365,556889.953096873
miura_00028,miura,28,1,24,12,0.0005383244655887,0.0028731318335451,0.0028119782061714,3245954976.58272,3945902038.3134,53007.0909098923,17053.3497883544,11138.4355429976,10738.3525915015,19422.4545992153,212056.185547566
miura_00034,miura,34,1,24,12,0.0009835119846836,0.0011835042276842,0.0038765184515351,3920104173.96148,4613292605.44328,3964.64264839284,1661.78889059403,2721.67709964363,44161.3056604628,72183.8647770627,362090.210003843
miura_00006,miura,6,1,30,12,0.0006934783295076,0.0035189103745955,0.0031719242165731,1735003817.20226,2820997443.10931,68335.8668182171,20410.1632919412,9973.16666617711,13106.8232391777,23300.6760413162,212163.799022804
miura_00030,miura,30,1,30,9,0.0007329400852523,0.0049061856876672,0.0012088791870871,4859648465.49032,1924407091.89922,306580.467829378,86588.9087717002,22661.1376481363,93691.3662844656,148847.646938357,615399.916061835
miura_00012,miura,12,1,30,9,0.000677951837679,0.0027244071431557,0.0037265369972995,3752173143.3727,4155232492.76764,66204.6931049585,21192.6924221999,12496.2091334305,20533.7566249411,34716.3309009395,235850.380530767
miura_00037,miura,37,1,36,12,0.0008109656881832,0.0032455728824088,0.0027067617271118,4842381691.93259,1637323158.7,40950.8132219546,11874.9649907092,5087.02255392306,67422.8329342612,103179.33903719,386346.012875701
miura_00002,miura,2,1,36,6,0.0006158097192791,0.0053472582086577,0.0030026121787615,4387656204.1285,3525808233.69093,383991.359302586,167436.945540865,50796.9204307806,27604.6091651444,55164.2092642921,408322.029621885
miura_00022,miura,22,1,24,9,0.0006249464063375,0.0041697309145769,0.0039472517232898,2987954644.9857,2504605757.48993,107589.261936142,33375.4445129431,16954.0796155638,11131.4414081084,20898.3315868322,223310.521979195
miura_00003,miura,3,1,36,9,0.0008823691998597,0.00496421459441,0.0022788205800185,1508184050.47757,4519218088.69084,501290.919216185,148242.860099923,42065.6466622647,38814.6635536106,74855.7416017229,616917.192224209
miura_00044,miura,44,1,30,12,0.000802218505993,0.0036818196194723,0.0038436789017305,1038236219.65479,4363974920.11674,100760.456144273,30420.664157234,15516.7273413399,11108.0789883101,20901.4666070051,258232.718934981
miura_00036,miura,36,1,36,12,0.0005401604801435,0.0022236545078382,0.0019699455435458,3249583973.55825,2679171557.91421,30811.7245945715,9328.56602005074,4771.86183646127,19873.1276478085,32443.3562523103,185223.53651269
miura_00024,miura,24,1,30,12,0.000862004678022,0.0044092836989687,0.003174235593041,3485128558.57737,3814916317.68581,173250.608504096,49251.1991534941,19981.3348899712,47050.7681123706,80615.6835385225,567387.233319378
miura_00041,miura,41,1,30,6,0.000939081676022,0.0012268366513177,0.0023092445814189,4691120432.26819,4277935403.33599,22223.7856047007,7753.99412186294,5905.63743195356,81176.9898091549,121254.053165076,317338.409521635
miura_00011,miura,11,1,36,6,0.0009419136206572,0.0043981018833839,0.0011592443733065,1457970343.81322,2872391620.04082,289593.133991569,133938.67376722,37636.3912613448,72794.670172513,115012.703963954,434942.600228238
miura_00023,miura,23,1,36,9,0.0007107598704161,0.0011764726368428,0.001817539787485,1355394260.59392,1661475966.76965,5526.55237626838,1846.13551056583,1372.36596090856,18163.8426061622,27655.3077837221,97261.0482919767
miura_00019,miura,19,1,36,12,0.000596331459894,0.0010167796747473,0.0012720147655542,2694765647.31708,4768434540.73405,8886.14495477368,3010.49333995366,2497.21084575531,32309.0618697945,50688.3628276448,227691.932227353
miura_00050,miura,50,1,36,9,0.0005407857711149,0.0013915588873918,0.0030456828259865,2402313336.20493,1956544980.70514,6433.58305757965,2180.98737040006,1751.32753801745,9048.47612731447,14319.240419724,68549.7869673762
miura_00021,miura,21,1,36,12,0.000714018062729,0.0036865497267651,0.0031850708281006,2578852180.4759,3308332696.44308,101202.266140132,29074.4950013646,11986.3693522246,24028.419146629,41217.4918368646,298338.298883899
miura_00008,miura,8,1,24,12,0.0008768414349565,0.0013268535586359,0.002376586600903,4836417092.43767,3788052106.12506,6933.11314155766,2650.17092496789,3197.13297805199,62164.6987230109,100070.294457203,450372.345177969
miura_00043,miura,43,1,30,12,0.0006173802770848,0.0021789967266418,0.0023927749520218,3942452094.36384,2263095173.63229,18283.9864222427,5868.56208479862,3849.23233133544,24037.203415871,39096.6001159805,213093.501725334
miura_00015,miura,15,1,36,9,0.0005906723271549,0.0023758202091086,0.0039880607905352,3779913664.45176,1047144086.13125,12175.9202013282,3897.88101304774,2256.27945152868,13865.4210708416,21578.4103430472,90826.5499987141
miura_00029,miura,29,1,24,12,0.0008948023185976,0.0045172146788895,0.0027422106885047,4405244422.68854,4938964586.9537,245081.506953161,70653.2974372765,30605.8892284072,62616.8995026379,109724.449755241,860998.757124183
miura_00039,miura,39,1,36,9,0.0005959396740683,0.0018283517543869,0.0015586986071257,4137732071.01306,3810212451.31261,48855.3769507129,15282.9667750001,7516.17901233739,40024.9422443962,62397.5147399508,263647.962986762
