sample_id,best_candidate,true_pattern,generated_pattern,true_m,generated_m,true_n,generated_n,true_tcrease,generated_tcrease,true_tpanel,generated_tpanel,true_W,generated_W,true_creaseE,generated_creaseE,true_panelE,generated_panelE,closed_loop_scaled_mse,closed_loop_selection_score
miura_01567,1,1.0,1.0,30.0,30.0,9.0,9.0,0.0006819266127422452,0.0005787971895188093,0.003212700132280588,0.0029901962261646986,0.0033666060771793127,0.002476430730894208,1071084672.0,1079275008.0,1214124416.0,1135726080.0,0.00037405159673653543,0.22954072058200836
miura_00125,7,1.0,1.0,36.0,36.0,9.0,9.0,0.0009470743243582547,0.0009332516929134727,0.0048785945400595665,0.005514227319508791,0.0015830608317628503,0.001718577928841114,3508863488.0,3566228992.0,3515150592.0,2873058560.0,0.0031196598429232836,0.0031196598429232836
miura_01608,14,1.0,1.0,36.0,36.0,6.0,6.0,0.0005604412872344255,0.0008486478473059833,0.0013304059393703938,0.0012964199995622039,0.00289151375181973,0.0028037824667990208,4559291904.0,1098276096.0,1590562688.0,1583311232.0,0.0005591263179667294,0.31305912137031555
miura_00529,13,1.0,1.0,30.0,36.0,12.0,12.0,0.0007955521577969193,0.0006548654637299478,0.0014447577996179461,0.001000364194624126,0.003067260142415762,0.0017790807178243995,2376334080.0,2249540608.0,1793810048.0,3569141504.0,0.0012027737684547901,0.3137027621269226
miura_00986,0,1.0,1.0,24.0,36.0,9.0,9.0,0.000563487526960671,0.0007492397562600672,0.005288991611450911,0.005430710501968861,0.001109856297262013,0.0021847158204764128,4070425600.0,2034789888.0,2628246784.0,3948540160.0,0.007553988602012396,0.007553988602012396
miura_01294,4,1.0,1.0,36.0,36.0,12.0,12.0,0.0007132921018637717,0.0008969223708845675,0.0016388202784582973,0.0014299509348347783,0.00140871643088758,0.0013391696847975254,3695821568.0,1787568000.0,2862989824.0,3798435072.0,0.004172229208052158,0.15833888947963715
miura_00252,11,1.0,1.0,36.0,30.0,12.0,12.0,0.0006604348891414702,0.0005787257105112076,0.0019154075998812914,0.001460499712266028,0.003761569270864129,0.0018726940033957362,1447075328.0,1309468032.0,4159546368.0,4238376960.0,0.00046348347677849233,0.22963015735149384
miura_01896,13,1.0,1.0,36.0,36.0,12.0,12.0,0.0006633075536228716,0.000596721947658807,0.0028872108086943626,0.0021891489159315825,0.0024252922739833593,0.00159384252037853,3661202688.0,3023981312.0,3544222976.0,4996423680.0,0.0005006941501051188,0.017167361453175545
miura_00889,0,1.0,1.0,36.0,36.0,9.0,9.0,0.0009252854506485164,0.0007780920132063329,0.002355734119191766,0.0014781156787648797,0.0035666152834892273,0.0012139963218942285,3673186560.0,2081797888.0,1784974208.0,2541673216.0,0.00039882733835838735,0.1712321639060974
miura_00071,3,1.0,1.0,36.0,30.0,12.0,12.0,0.0009132467675954103,0.0009993299609050155,0.004034952260553837,0.004110878333449364,0.0012376416707411408,0.0010354978730902076,4588573184.0,3228831488.0,3183869952.0,2810084352.0,0.002010782016441226,0.002010782016441226
miura_00484,14,1.0,1.0,30.0,36.0,9.0,12.0,0.00085782865062356,0.0007427171804010868,0.0013932958245277405,0.0014957882231101394,0.0028737338725477457,0.0015016391407698393,2073569792.0,1405421568.0,4523359744.0,3459631872.0,0.0007537943893112242,0.17158712446689606
miura_01533,15,1.0,1.0,24.0,30.0,6.0,6.0,0.0009725539712235332,0.0009271361050195992,0.002841169247403741,0.0030421449337154627,0.003012595232576132,0.003728237235918641,2013406592.0,2571699456.0,4214807040.0,4438991872.0,0.002845484996214509,0.002845484996214509
miura_01545,2,1.0,1.0,30.0,24.0,6.0,6.0,0.0008610846125520766,0.0008464829879812896,0.0019228311721235514,0.0017895171185955405,0.002045650966465473,0.001205264125019312,1401124992.0,1006209344.0,1791051136.0,1644795776.0,0.0013831061078235507,0.08471643924713135
miura_00888,14,1.0,1.0,36.0,36.0,6.0,6.0,0.0006059641600586474,0.0008373532327823341,0.004233266226947308,0.0057320124469697475,0.0013532893499359488,0.0028489669784903526,3327547136.0,2513361664.0,4436235264.0,3368637184.0,0.0009359457180835307,0.0009359457180835307
miura_00211,7,1.0,1.0,24.0,30.0,6.0,6.0,0.000721485645044595,0.0007338909199461341,0.001715242164209485,0.0016704319277778268,0.0031951407436281443,0.003333472181111574,3006717952.0,2617635584.0,3682132480.0,4778273792.0,0.0010807455983012915,0.055247411131858826
miura_00521,9,1.0,1.0,24.0,24.0,9.0,9.0,0.0009009539498947561,0.0008846315904520452,0.0012704654363915324,0.0012940921587869525,0.0015237079933285713,0.0013277441030368209,3896220672.0,3727659776.0,4251073536.0,3856670464.0,0.0038156621158123016,0.13714899122714996
miura_00851,8,1.0,1.0,24.0,24.0,12.0,12.0,0.000684960454236716,0.0009743760456331074,0.004047666676342487,0.003740133484825492,0.0010841479524970055,0.0010009445250034332,4799359488.0,1387325184.0,2289364992.0,2734349568.0,0.002105400897562504,0.002105400897562504
miura_00672,8,1.0,1.0,24.0,30.0,9.0,9.0,0.0006101516773924232,0.0005484715802595019,0.005598373711109161,0.005696183070540428,0.0010950439609587193,0.0013523658271878958,3405525504.0,4358901760.0,2514044160.0,2885274880.0,0.004747510422021151,0.004747510422021151
miura_00234,8,1.0,1.0,24.0,36.0,9.0,9.0,0.0008313406724482775,0.0008188204374164343,0.005216830410063267,0.003809624118730426,0.001144862500950694,0.0010009445250034332,4834713600.0,2935207936.0,1191118336.0,2873710592.0,0.010028892196714878,0.022528892382979393
miura_01183,9,1.0,1.0,36.0,30.0,6.0,6.0,0.0008272068225778639,0.0008868037257343531,0.002216885332018137,0.0019298603292554617,0.002091853879392147,0.0012229483108967543,3023915776.0,1664167296.0,4528023552.0,4345335808.0,0.0017165797762572765,0.005883246660232544
miura_00653,11,1.0,1.0,30.0,30.0,6.0,6.0,0.0006817133398726583,0.0007128227152861655,0.00541280210018158,0.005425227805972099,0.0037281066179275513,0.0035075268242508173,2146422272.0,1687026176.0,4488729088.0,4492175872.0,0.0011585515458136797,0.02615855075418949
miura_01454,10,1.0,1.0,24.0,24.0,9.0,9.0,0.0009738752851262689,0.0008849160512909293,0.003753820899873972,0.003365000942721963,0.0013751137303188443,0.0011279270984232426,3680993024.0,3982287616.0,3547406080.0,4295483904.0,0.0035515225026756525,0.0035515225026756525
miura_01661,9,1.0,1.0,24.0,24.0,6.0,6.0,0.0009242465021088719,0.0008649270166642964,0.005870637483894825,0.005542552564293146,0.0017722414340823889,0.0012582270428538322,2552629760.0,2174265088.0,4881249280.0,4536016896.0,0.009362426586449146,0.01769576035439968
miura_00455,15,1.0,1.0,36.0,36.0,9.0,9.0,0.0006747443694621325,0.00082471186760813,0.005110409110784531,0.00464736670255661,0.0032180780544877052,0.0021164431236684322,3430861824.0,1158360320.0,2901573376.0,2986526976.0,0.002313261618837714,0.002313261618837714
miura_00290,1,1.0,1.0,24.0,24.0,6.0,6.0,0.0007423916831612587,0.0006124121719039977,0.0028113266453146935,0.00184705201536417,0.0036953026428818703,0.0012312891194596887,3788492288.0,2578563840.0,2259790080.0,3384465920.0,0.0029672652017325163,0.019633932039141655
miura_01386,9,1.0,1.0,36.0,36.0,12.0,12.0,0.0007559749064967036,0.000900584040209651,0.005667632445693016,0.0054841055534780025,0.002352894516661763,0.0020676101557910442,3260391936.0,1466145408.0,4207844096.0,4028984064.0,0.0160995963960886,0.0160995963960886
miura_01848,6,1.0,1.0,30.0,24.0,6.0,6.0,0.0005448599113151431,0.0006218998460099101,0.0014859677758067846,0.0014086788287386298,0.002819385379552841,0.0010718865087255836,4945111552.0,1744252288.0,2617425152.0,1951804800.0,0.0008774070884101093,0.10921073704957962
miura_01338,4,1.0,1.0,30.0,36.0,12.0,12.0,0.000520783883985132,0.0006887973286211491,0.005578177515417337,0.005229736212641001,0.0030737463384866714,0.003457992570474744,3651665152.0,1496270976.0,3607740160.0,4512439296.0,0.001419272506609559,0.022252606227993965
miura_01692,7,1.0,1.0,24.0,24.0,6.0,6.0,0.0009152938728220761,0.0007331105880439281,0.005596816074103117,0.004989546723663807,0.0031683582346886396,0.0023064373526722193,1343052800.0,2038565248.0,1089507200.0,1443220352.0,0.014020073227584362,0.022353406995534897
miura_00112,3,1.0,1.0,36.0,36.0,12.0,12.0,0.0009231955045834184,0.0007136854692362249,0.003910746891051531,0.002786976285278797,0.002541233552619815,0.0014012694591656327,2823262464.0,3107258368.0,3105421312.0,4492783104.0,0.0003915145352948457,0.012891514226794243
miura_01276,2,1.0,1.0,36.0,36.0,6.0,6.0,0.0007848856621421874,0.0005129780038259923,0.005817917175590992,0.00341579201631248,0.003890874097123742,0.0010009445250034332,2672906240.0,2509824000.0,1260513792.0,2297357056.0,0.0036516557447612286,0.020318321883678436
miura_00345,11,1.0,1.0,36.0,24.0,9.0,9.0,0.0005313088186085224,0.0006019229767844081,0.0027523431926965714,0.002562842797487974,0.003532695583999157,0.0011564545566216111,3427521792.0,1181230592.0,2177396480.0,1464713728.0,0.0014146864414215088,0.09724801778793335
miura_01610,14,1.0,1.0,24.0,24.0,12.0,12.0,0.0009849626803770661,0.0006608330295421183,0.0022873415146023035,0.00140169367659837,0.0035570221953094006,0.0014842876698821783,1240895232.0,2011901824.0,2544589056.0,3889375488.0,0.0019119346980005503,0.15607860684394836
miura_01396,10,1.0,1.0,30.0,36.0,9.0,12.0,0.0008032459882088006,0.0005908885505050421,0.0014406121335923672,0.0016898894682526588,0.002722347155213356,0.001671093050390482,3573296640.0,4443484672.0,2738993920.0,2023163648.0,0.00131009251344949,0.2679767608642578
miura_01055,2,1.0,1.0,30.0,36.0,9.0,9.0,0.0006599272601306438,0.0007538291974924505,0.0016278059920296073,0.001324328244663775,0.0012463540770113468,0.001170373521745205,3677498368.0,1928374272.0,1240724736.0,1785980544.0,0.00046155520249158144,0.2546282112598419
miura_00759,10,1.0,1.0,30.0,24.0,12.0,12.0,0.0008322462672367692,0.0007074960740283132,0.0029076237697154284,0.001889407983981073,0.0037721076514571905,0.0012000686256214976,2506905856.0,1799990912.0,2026903168.0,2412561664.0,0.004761596210300922,0.12142826616764069
miura_01232,6,1.0,1.0,30.0,36.0,6.0,6.0,0.0009481294546276331,0.000774076150264591,0.0032923000399023294,0.001883134595118463,0.0020963249262422323,0.0010823480552062392,4981301248.0,4288825088.0,2261427456.0,4678742528.0,0.0018301625968888402,0.014330162666738033
miura_01987,14,1.0,1.0,36.0,36.0,12.0,12.0,0.0007922071381472051,0.0007374634733423591,0.0036611713003367186,0.0032687231432646513,0.003740419168025255,0.002998004900291562,2552441088.0,2320076288.0,4493293056.0,4981199872.0,0.00040348779293708503,0.00040348779293708503
miura_01200,10,1.0,1.0,36.0,36.0,9.0,12.0,0.0007459071348421276,0.0005732059944421053,0.0015273651806637645,0.0014521778794005513,0.002917456440627575,0.0011851310264319181,4916021248.0,4492758528.0,1728587520.0,1218489856.0,0.0015554337296634912,0.3598887622356415
miura_00368,3,1.0,1.0,24.0,24.0,12.0,12.0,0.000626803666818887,0.0005433796904981136,0.001742869382724166,0.0015711903106421232,0.002655326621606946,0.002256921026855707,2722441216.0,3764359680.0,3365949952.0,3777101056.0,0.001252155052497983,0.20958548784255981
miura_00787,2,1.0,1.0,24.0,24.0,6.0,6.0,0.0009431018843315542,0.0009496418642811477,0.0033510569483041763,0.0033273063600063324,0.002315166173502803,0.0023783964570611715,4324191744.0,4252398592.0,3094001408.0,3266948352.0,0.0016004319768399,0.0016004319768399
miura_00070,9,1.0,1.0,30.0,24.0,6.0,6.0,0.0005693950224667788,0.0005890611791983247,0.0021104433108121157,0.002477414207533002,0.0018230106215924025,0.0012249071151018143,2371014400.0,2084897024.0,4364889088.0,2759511296.0,0.006101822014898062,0.01860182173550129
miura_01485,10,1.0,1.0,24.0,24.0,12.0,12.0,0.0005694306455552578,0.0005497888196259737,0.0035017698537558317,0.0034143049269914627,0.003215489676222205,0.002870864002034068,1409195648.0,1484695808.0,4169203712.0,4251000832.0,0.00133543461561203,0.1305021047592163
miura_01634,1,1.0,1.0,30.0,30.0,9.0,9.0,0.0009810604387894273,0.0007752625388093293,0.0033680403139442205,0.00225080456584692,0.002657842356711626,0.0012815175577998161,3581983744.0,3541726464.0,3323821312.0,4897015808.0,0.004444609396159649,0.012777943164110184
miura_01757,0,1.0,1.0,30.0,30.0,12.0,12.0,0.0009625422535464168,0.0006614876328967512,0.0039587258361279964,0.002007133327424526,0.003261542646214366,0.001112482394091785,1779082752.0,1896116224.0,1463609984.0,3521928192.0,0.00454313401132822,0.050376467406749725
miura_01179,0,1.0,1.0,36.0,36.0,9.0,9.0,0.0005164816975593567,0.0007857611635699868,0.004266302566975355,0.005555101670324802,0.002326784422621131,0.003424266818910837,2972715776.0,1187865088.0,3783069184.0,2851570944.0,0.003721764776855707,0.01622176542878151
miura_01493,14,1.0,1.0,24.0,24.0,9.0,9.0,0.0006381389684975147,0.0009410152561031282,0.0033035362139344215,0.0047675794921815395,0.001034518820233643,0.00228362949565053,3800802816.0,2407020288.0,2635216128.0,1956258944.0,0.002226209733635187,0.002226209733635187
miura_00428,11,1.0,1.0,36.0,30.0,9.0,9.0,0.0007756948471069336,0.0005824251566082239,0.004813388921320438,0.0029909959994256496,0.0038770309183746576,0.0010009445250034332,3702710016.0,2416475136.0,1363328768.0,1994631296.0,0.003827899694442749,0.02882790006697178
miura_01029,2,1.0,1.0,30.0,36.0,6.0,6.0,0.0006969118840061128,0.0005966579774394631,0.005023708567023277,0.003081005532294512,0.00139996234793216,0.0010009445250034332,4828225024.0,3531012096.0,1186385664.0,2813009664.0,0.0028134940657764673,0.015313494019210339
miura_00712,12,1.0,1.0,36.0,36.0,6.0,6.0,0.0008975179516710341,0.0009979053866118193,0.0010899080662056804,0.0010217727394774556,0.003946032375097275,0.0029346190858632326,3863456256.0,1849042688.0,1161230592.0,1120599936.0,0.001258883043192327,0.45125889778137207
miura_00586,4,1.0,1.0,36.0,24.0,6.0,6.0,0.0005451483884826303,0.0005426977877505124,0.0032497793436050415,0.0031756716780364513,0.0037632742896676064,0.0013888716930523515,1118391424.0,1006209344.0,1572009472.0,1343566976.0,0.013814116828143597,0.10131411999464035
miura_00717,9,1.0,1.0,24.0,36.0,12.0,12.0,0.0009161510970443487,0.0008832433959469199,0.002393031259998679,0.0015302483225241303,0.0017731223488226533,0.0015086072962731123,4938145280.0,3559964160.0,1796051200.0,4772851200.0,0.00896129384636879,0.12146129459142685
miura_00516,9,1.0,1.0,24.0,30.0,9.0,12.0,0.0007999823428690434,0.0006657178164459765,0.0016705431044101715,0.0018330191960558295,0.003374222433194518,0.002392099006101489,4230189056.0,4057219840.0,4353337344.0,4140681984.0,0.005493258126080036,0.14715991914272308
miura_01295,10,1.0,1.0,24.0,24.0,12.0,12.0,0.0007822843617759645,0.0008517849491909146,0.002660323167219758,0.0013360668672248721,0.00393581623211503,0.0012574217980727553,4174444544.0,1006209344.0,1399363328.0,2929885184.0,0.002931620692834258,0.18626494705677032
miura_00794,9,1.0,1.0,30.0,36.0,12.0,12.0,0.0007375961868092418,0.0006819876725785434,0.0018244958482682705,0.0017745464574545622,0.002967222360894084,0.003121176967397332,3875535360.0,4497903104.0,3443034112.0,4642653696.0,0.0016551429871469736,0.1516551375389099
miura_01347,5,1.0,1.0,24.0,30.0,6.0,6.0,0.000788644072599709,0.000940130150411278,0.0035746104549616575,0.004926616325974464,0.001024614437483251,0.0025331215001642704,2033279104.0,2232609536.0,2373257472.0,2202643200.0,0.0009157849126495421,0.0009157849126495421
miura_01236,12,1.0,1.0,36.0,30.0,6.0,6.0,0.000635579985100776,0.0006506338831968606,0.004426414147019386,0.0028356018010526896,0.0036983864847570658,0.0010706750908866525,3319541760.0,1006209344.0,1141144320.0,1773578112.0,0.006884653586894274,0.031884655356407166
miura_01819,8,1.0,1.0,24.0,24.0,12.0,12.0,0.0009836209937930107,0.0007917086477391422,0.0028168940916657448,0.0020473666954785585,0.00290113827213645,0.0016149738803505898,3319537408.0,4242671872.0,3251006464.0,3871405056.0,0.009610701352357864,0.07627736777067184
miura_00369,2,1.0,1.0,30.0,24.0,12.0,12.0,0.0005121021531522274,0.0005687879747711122,0.002227623015642166,0.0029697569552809,0.0036723327357321978,0.0032482247333973646,1194453888.0,1111013120.0,4644651008.0,2336391680.0,0.000572249642573297,0.2547389268875122
miura_01711,10,1.0,1.0,36.0,30.0,12.0,12.0,0.0007099538343027234,0.0005405468982644379,0.002129626926034689,0.001680683926679194,0.0036622968036681414,0.0015061873709782958,2831608576.0,3288394752.0,4214398464.0,4237800448.0,0.002988669089972973,0.08632200211286545
miura_01932,11,1.0,1.0,30.0,30.0,9.0,9.0,0.0009462939342483878,0.0007638954557478428,0.002065605716779828,0.0016266254242509604,0.002868511015549302,0.001472656731493771,4725630976.0,4536820736.0,3827998464.0,4798531584.0,0.0017774739535525441,0.06011080741882324
